cdata,,cps,,I_cpO,,U_infty_x,U_infty_y,U_infty_z
0.000264259932626416,,0.000264259932626416,,12683,,0,1,0
0.000235044137957221,,0.000235044137957221,,12684,,0,1,0
0.000235037636020952,,0.000235037636020952,,12685,,0,1,0
0.000206833388742729,,0.000206833388742729,,12686,,0,1,0
0.00020683907137678,,0.00020683907137678,,12687,,0,1,0
0.000179825797703011,,0.000179825797703011,,12688,,0,1,0
0.000179839115135749,,0.000179839115135749,,12689,,0,1,0
0.000154186016784437,,0.000154186016784437,,12690,,0,1,0
0.000154201128724928,,0.000154201128724928,,12691,,0,1,0
0.000130070760102423,,0.000130070760102423,,12692,,0,1,0
0.000130050031656172,,0.000130050031656172,,12693,,0,1,0
0.000107599961121335,,0.000107599961121335,,12694,,0,1,0
0.000107628926970915,,0.000107628926970915,,12695,,0,1,0
8.69913218075687e-05,,8.69913218075687e-05,,12696,,0,1,0
8.69798240117907e-05,,8.69798240117907e-05,,12697,,0,1,0
6.82968191479919e-05,,6.82968191479919e-05,,12698,,0,1,0
6.8291322498977e-05,,6.8291322498977e-05,,12699,,0,1,0
5.16762833799381e-05,,5.16762833799381e-05,,12700,,0,1,0
5.16708488593632e-05,,5.16708488593632e-05,,12701,,0,1,0
3.72316512160954e-05,,3.72316512160954e-05,,12702,,0,1,0
3.72306305774198e-05,,3.72306305774198e-05,,12703,,0,1,0
2.50546907189934e-05,,2.50546907189934e-05,,12704,,0,1,0
2.50608486271864e-05,,2.50608486271864e-05,,12705,,0,1,0
1.52247021956311e-05,,1.52247021956311e-05,,12706,,0,1,0
1.52240623807753e-05,,1.52240623807753e-05,,12707,,0,1,0
7.79200183715766e-06,,7.79200183715766e-06,,12708,,0,1,0
7.79157536400399e-06,,7.79157536400399e-06,,12709,,0,1,0
2.81083459981009e-06,,2.81083459981009e-06,,12710,,0,1,0
2.81065463672464e-06,,2.81065463672464e-06,,12711,,0,1,0
0.000789271429056167,,0.000789271429056167,,12712,,0,1,0
0.000790520231076237,,0.000790520231076237,,12713,,0,1,0
0.000790520231076237,,0.000790520231076237,,12714,,0,1,0
0.000789271429056167,,0.000789271429056167,,12715,,0,1,0
0.000789329449675254,,0.000789329449675254,,12716,,0,1,0
0.00078559030556264,,0.00078559030556264,,12717,,0,1,0
0.000785702829183561,,0.000785702829183561,,12718,,0,1,0
0.000779495548400871,,0.000779495548400871,,12719,,0,1,0
0.00077935023065881,,0.00077935023065881,,12720,,0,1,0
0.00077071782297828,,0.00077071782297828,,12721,,0,1,0
0.000770757752222712,,0.000770757752222712,,12722,,0,1,0
0.000759751409987471,,0.000759751409987471,,12723,,0,1,0
0.000759810658780342,,0.000759810658780342,,12724,,0,1,0
0.000746499319058132,,0.000746499319058132,,12725,,0,1,0
0.000746558048859487,,0.000746558048859487,,12726,,0,1,0
0.000731025604685027,,0.000731025604685027,,12727,,0,1,0
0.000730912509238964,,0.000730912509238964,,12728,,0,1,0
0.000713263068933274,,0.000713263068933274,,12729,,0,1,0
0.000713247169706221,,0.000713247169706221,,12730,,0,1,0
0.000693586055107415,,0.000693586055107415,,12731,,0,1,0
0.000693636698884399,,0.000693636698884399,,12732,,0,1,0
0.000672089270040144,,0.000672089270040144,,12733,,0,1,0
0.000672029858849073,,0.000672029858849073,,12734,,0,1,0
